,title,author,image,description
68,Firestarter (Signet Book),Stephen King,http://images.amazon.com/images/P/0451099648.01.MZZZZZZZ.jpg,"Andy and Vicky McGee's eight-year-old daughter, Charlie, has the ability to set things on fire and a secret government agency is determined to make use of Charlie's horrifyingly destructive gift"
69,It's A Magical World: A Calvin and Hobbes Collection,Bill Watterson,http://images.amazon.com/images/P/0836221362.01.MZZZZZZZ.jpg,A Calvin and Hobbes collection.
70,Triggerfish Twist,Tim Dorsey,http://images.amazon.com/images/P/0061031550.01.MZZZZZZZ.jpg,"Ensconced in a lovely tropical villa on idyllic Triggerfish Lane, Jim Davenport anticipates the good life to come. But this isn't living -- it's Florida and the neighborhood is not quite what it seems. It's got overly aggressive Little League parents, drug-free Rastafarians, homicidal hookers, unnatural sex and casual violence. Oh, yes, and there's a psychopathic serial killer-cum-Sunshine-State folklorist named Serge A. Storms living directly across the street. So it's only a matter of time before Jim up and actually kills somebody ..."
71,50 Simple Things You Can Do to Save the Earth,Earthworks Group,http://images.amazon.com/images/P/0929634063.01.MZZZZZZZ.jpg,"A simple, entertaining, nonpolitical book that offers more than 50 suggestions for concerned people who want to take an active role in saving the planet."
72,I Heard the Owl Call My Name,Margaret Craven,http://images.amazon.com/images/P/0440343690.01.MZZZZZZZ.jpg,"With only two years to live, a young missionary is sent to an Indian village in British Columbia where he learns to face death without fear"
73,For Love of Evil : Book Six of Incarnations of Immortality (Incarnations of Immortality (Paperback)),Piers Anthony,http://images.amazon.com/images/P/0380752859.01.MZZZZZZZ.jpg,"The Man Who Would Be Satan Parry was a gifted musician and an apprentice in the arts of White Magic. But his life of sweet promise went disastrously awry following the sudden, violent death of his beloved Jolie. Led down the twisted path of wickedness and depravity by Lilah the harlot demoness, Parry thrived -- first as a sorceror, then as a monk, and finally as a feared inquisitor. But it wasn't until his mortal flame was extinguished that Parry found his true calling -- as the Incarnation of Evil. And, at the gates of Hell, he prepared to wage war on the master himself -- Lucifer, the dark lord -- with dominion over the infernal realms the ultimate prize!"
74,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,http://images.amazon.com/images/P/042515601X.01.MZZZZZZZ.jpg,"When Syrian terrorists attack a dam in Turkey to threaten the water supply and force all-out war in the Middle East, the new online Regional Op-Center in Greece learns of the plan and launches a counterstrike. Original."
75,Footfall,Larry Niven,http://images.amazon.com/images/P/0345323440.01.MZZZZZZZ.jpg,"“Nobody does it better than Niven and Pournelle. I loved it!”—Tom Clancy They first appear as a series of dots on astronomical plates, heading from Saturn directly toward Earth. Since the ringed planet carries no life, scientists deduce the mysterious ship to be a visitor from another star. The world's frantic efforts to signal the aliens go unanswered. The first contact is hostile: the invaders blast a Soviet space station, seize the survivors, and then destroy every dam and installation on Earth with a hail of asteroids. Now the conquerors are descending on the American heartland, demanding servile surrender—or death for all humans. Praise for Footfall “Rousing . . . The best of the genre.”—The New York Times Book Review “Fast-paced.”—The Philadelphia Inquirer"
76,Perish Twice,Robert B. Parker,http://images.amazon.com/images/P/0399146687.01.MZZZZZZZ.jpg,"Boston P.I Sunny Randall comes to the aid of three very different women in three very dangerous situations, any or all of which could prove fatal."
77,Tending Roses,Lisa Wingate,http://images.amazon.com/images/P/0451205790.01.MZZZZZZZ.jpg,"While living in a remote Missouri farmhouse-and struggling to care for her husband, baby, and aging grandmother-Kate Bowman finds inspiration in the pages of her grandmother's handmade journal..."
78,Jupiter's Bones : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,http://images.amazon.com/images/P/0380730820.01.MZZZZZZZ.jpg,"LAPD detective Peter Decker and Rina Lazarus confront their most shocking case when they investigate the murder of former astrophysicist-turned-guru Father Jupiter, leader of a notorious cult, the order of the Rings of God."
79,Year of Wonders: A Novel of the Plague,Geraldine Brooks,http://images.amazon.com/images/P/067091021X.01.MZZZZZZZ.jpg,"""When an infected bolt of cloth carries plague from London to an isolated mountain village, a housemaid named Anna Frith emerges as an unlikely heroine and healer. Through Anna's eyes, we follow the story of the plague year, 1666, as her fellow villagers make an extraordinary choice. Convinced by a visionary young minister, they elect to quarantine themselves within the village boundaries to arrest the spread of the disease. But as death reaches into every household, faith frays. When villagers turn from prayers and herbal cures to sorcery and murderous witch-hunting, Anna must confront the deaths of family, the disintegration of her community, and the lure of a dangerous and illicit love. As she struggles to survive, a year of plague becomes, instead, annus mirabilis, a ""year of wonders.' Inspired by the true story of Eyam, a village in the rugged mountain spine of England. Year of Wonders is a detailed evocation of a singular moment in history.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved"
80,Vertical Run,Joseph R. Garber,http://images.amazon.com/images/P/0553100335.01.MZZZZZZZ.jpg,An action mystery in which a New York executive finds himself the object of repeated assassination attempts. Who is trying to kill him and why? To find out he falls back on his Vietnam War training.
81,A Place Called Freedom,Ken Follett,http://images.amazon.com/images/P/0449225151.01.MZZZZZZZ.jpg,"NEW YORK TIMES BESTSELLER Scotland, 1766. Sentenced to a life of misery in the brutal coal mines, twenty-one-year-old Mack McAsh hungers for escape. His only ally: the beautiful, highborn Lizzie Hallim, who is trapped in her own kind of hell. Though separated by politics and position, these two restless young people are bound by their passionate search for a place called freedom. From the teeming streets of London to the infernal hold of a slave ship to a sprawling Virginia plantation, Ken Follett’s turbulent, unforgettable novel of liberty and revolution brings together a vivid cast of heroes and villains, lovers and rebels, hypocrites and hell-raisers—all propelled by destiny toward an epic struggle that will change their lives forever."
82,Payment in Blood,Elizabeth George,http://images.amazon.com/images/P/0553284363.01.MZZZZZZZ.jpg,Inspector Thomas Fynley of Scotland Yard is possessed by a fierce attraction to a murder suspect while investigating the savage slaying of a controversial playwright.
83,Sideways Stories from Wayside School (Wayside School),Louis Sachar,http://images.amazon.com/images/P/0380698714.01.MZZZZZZZ.jpg,"A Crazy Mixed-up School. There'd been a terrible mistake. Wayside School was supposed to be built with thirty classrooms one on top of the other...thirty stories tall! (The builder said he was very sorry.) That may be why all kinds of funny things happen at Wayside SChool...especially on the thirteenth floor. You'll meet Mrs. Gorf, the meanest teacher of all, terrible Todd, who always gets sent home early, and John who can read only upside down--along with all the other kids in the crazy mix-up school that came out sideways. But you'll never guess the truth about Sammy, the new kid...or what's in store for Wayside School on Halloween! There was a terrible mistake-Wayside School was built with one classroom on top of another, thirty stories high! (The builder said he was sorry.) Maybe that's why all kinds of funny things happened at Wayside-especially on the thirteenth floor."
84,Silent Honor,Danielle Steel,http://images.amazon.com/images/P/0440224055.01.MZZZZZZZ.jpg,"From #1 New York Times bestselling author Danielle Steel, a moving novel of families separated and lives shattered by prejudice during one of the most shameful episodes in American history. A man ahead of his time, Japanese college professor Masao Takashimaya of Kyoto had a passion for modern ideas that was as strong as his wife’s belief in ancient traditions. His eighteen-year-old daughter, Hiroko, torn between her mother’s traditions and her father’s wishes, boarded the SS Nagoya Maru to come to California for an education and to make her father proud. It was August 1941. From the ship, she went to the Palo Alto home of her uncle, Takeo, and his family. To Hiroko, California was a different world. Her cousins had become more American than Japanese. And much to Hiroko’s surprise, Peter Jenkins, her uncle’s assistant at Stanford, became an unexpected link between her old world and her new. On December 7, Pearl Harbor is bombed by the Japanese. Within hours, war is declared and suddenly Hiroko has become an enemy in a foreign land. On February 19, Executive Order 9066 is signed by President Roosevelt, giving the military the power to remove the Japanese from their communities at will. Takeo and his family are given ten days to sell their home, give up their jobs, and report to a relocation center, along with thousands of other Japanese and Japanese Americans, to face their destinies there. Families are divided, people are forced to abandon their homes, their businesses, their freedom, and their lives. Danielle Steel portrays not only the human cost of that terrible time in history, but also the remarkable courage of a people whose honor and dignity transcended the chaos that surrounded them. Silent Honor reveals the stark truth about the betrayal of Americans by their own government . . . and the triumph of a woman caught between cultures and determined to survive."
